-0.983269 , 0 , 0 , 0 , -0.0174997 , 0 , 1 , 0 , 0 , 
-0.983231 , -0.00874974 , 0 , 0.000153517 , -0.017499 , 0 , 0.999963 , 0.00499994 , 0 , 
-0.983116 , -0.0174988 , 0 , 0.000307022 , -0.0174969 , 0 , 0.999852 , 0.0099995 , 0 , 
-0.982924 , -0.0262465 , 0 , 0.000460501 , -0.0174935 , 0 , 0.999667 , 0.0149983 , 0 , 
-0.982655 , -0.0349921 , 0 , 0.000613942 , -0.0174887 , 0 , 0.999408 , 0.019996 , 0 , 
-0.98231 , -0.043735 , 0 , 0.000767332 , -0.0174826 , 0 , 0.999075 , 0.0249923 , 0 , 
-0.981888 , -0.0524744 , 0 , 0.000920658 , -0.017475 , 0 , 0.998668 , 0.0299866 , 0 , 
-0.98139 , -0.0612098 , 0 , 0.00107391 , -0.0174662 , 0 , 0.998187 , 0.0349788 , 0 , 
-0.980814 , -0.0699404 , 0 , 0.00122707 , -0.0174559 , 0 , 0.997631 , 0.0399684 , 0 , 
-0.980163 , -0.0786655 , 0 , 0.00138013 , -0.0174443 , 0 , 0.997002 , 0.0449549 , 0 , 
-0.979434 , -0.0873845 , 0 , 0.00153308 , -0.0174313 , 0 , 0.996298 , 0.0499382 , 0 , 
-0.97863 , -0.0960966 , 0 , 0.00168589 , -0.017417 , 0 , 0.99552 , 0.0549177 , 0 , 
-0.977748 , -0.104801 , 0 , 0.00183857 , -0.0174013 , 0 , 0.994668 , 0.0598931 , 0 , 
-0.976791 , -0.113498 , 0 , 0.0019911 , -0.0173843 , 0 , 0.993741 , 0.064864 , 0 , 
-0.975757 , -0.122185 , 0 , 0.00214346 , -0.0173659 , 0 , 0.99274 , 0.0698301 , 0 , 
-0.974648 , -0.130863 , 0 , 0.00229565 , -0.0173461 , 0 , 0.991664 , 0.0747909 , 0 , 
-0.973462 , -0.139531 , 0 , 0.00244765 , -0.017325 , 0 , 0.990513 , 0.0797461 , 0 , 
-0.9722 , -0.148188 , 0 , 0.00259944 , -0.0173026 , 0 , 0.989288 , 0.0846953 , 0 , 
-0.970863 , -0.156834 , 0 , 0.00275102 , -0.0172788 , 0 , 0.987989 , 0.0896381 , 0 , 
-0.969449 , -0.165467 , 0 , 0.00290237 , -0.0172536 , 0 , 0.986614 , 0.0945741 , 0 , 
-0.96796 , -0.174087 , 0 , 0.00305348 , -0.0172271 , 0 , 0.985164 , 0.099503 , 0 , 
-0.966396 , -0.182694 , 0 , 0.00320434 , -0.0171993 , 0 , 0.983639 , 0.104424 , 0 , 
-0.964756 , -0.191286 , 0 , 0.00335494 , -0.0171702 , 0 , 0.982039 , 0.109337 , 0 , 
-0.963041 , -0.199864 , 0 , 0.00350526 , -0.0171397 , 0 , 0.980363 , 0.114242 , 0 , 
-0.961251 , -0.208426 , 0 , 0.00365529 , -0.0171078 , 0 , 0.978612 , 0.119138 , 0 , 
-0.959386 , -0.216971 , 0 , 0.00380502 , -0.0170747 , 0 , 0.976786 , 0.124025 , 0 , 
-0.957446 , -0.2255 , 0 , 0.00395443 , -0.0170402 , 0 , 0.974884 , 0.128902 , 0 , 
-0.955431 , -0.234011 , 0 , 0.00410352 , -0.0170044 , 0 , 0.972905 , 0.13377 , 0 , 
-0.953342 , -0.242504 , 0 , 0.00425227 , -0.0169673 , 0 , 0.970851 , 0.138626 , 0 , 
-0.951179 , -0.250978 , 0 , 0.00440067 , -0.0169288 , 0 , 0.968721 , 0.143472 , 0 , 
-0.948942 , -0.259433 , 0 , 0.00454871 , -0.0168891 , 0 , 0.966514 , 0.148307 , 0 , 
-0.946631 , -0.267867 , 0 , 0.00469637 , -0.016848 , 0 , 0.96423 , 0.15313 , 0 , 
-0.944246 , -0.276281 , 0 , 0.00484365 , -0.0168056 , 0 , 0.96187 , 0.157941 , 0 , 
-0.941787 , -0.284673 , 0 , 0.00499053 , -0.016762 , 0 , 0.959433 , 0.162739 , 0 , 
-0.939255 , -0.293042 , 0 , 0.005137 , -0.016717 , 0 , 0.956919 , 0.167524 , 0 , 
-0.93665 , -0.301389 , 0 , 0.00528304 , -0.0166708 , 0 , 0.954328 , 0.172295 , 0 , 
-0.933972 , -0.309713 , 0 , 0.00542866 , -0.0166232 , 0 , 0.951659 , 0.177052 , 0 , 
-0.931222 , -0.318012 , 0 , 0.00557382 , -0.0165744 , 0 , 0.948912 , 0.181795 , 0 , 
-0.928399 , -0.326287 , 0 , 0.00571853 , -0.0165243 , 0 , 0.946087 , 0.186524 , 0 , 
-0.925503 , -0.334537 , 0 , 0.00586277 , -0.0164729 , 0 , 0.943185 , 0.191236 , 0 , 
-0.922536 , -0.34276 , 0 , 0.00600653 , -0.0164203 , 0 , 0.940203 , 0.195933 , 0 , 
-0.919497 , -0.350957 , 0 , 0.0061498 , -0.0163664 , 0 , 0.937144 , 0.200613 , 0 , 
-0.916386 , -0.359126 , 0 , 0.00629256 , -0.0163112 , 0 , 0.934005 , 0.205277 , 0 , 
-0.913204 , -0.367268 , 0 , 0.00643481 , -0.0162548 , 0 , 0.930787 , 0.209923 , 0 , 
-0.909952 , -0.375381 , 0 , 0.00657653 , -0.0161971 , 0 , 0.92749 , 0.214551 , 0 , 
-0.906628 , -0.383465 , 0 , 0.00671771 , -0.0161382 , 0 , 0.924113 , 0.219161 , 0 , 
-0.903234 , -0.391519 , 0 , 0.00685834 , -0.016078 , 0 , 0.920656 , 0.223752 , 0 , 
-0.89977 , -0.399542 , 0 , 0.00699841 , -0.0160166 , 0 , 0.917119 , 0.228323 , 0 , 
-0.896236 , -0.407535 , 0 , 0.00713791 , -0.015954 , 0 , 0.913502 , 0.232875 , 0 , 
-0.892632 , -0.415496 , 0 , 0.00727683 , -0.0158901 , 0 , 0.909803 , 0.237405 , 0 , 
-0.888959 , -0.423425 , 0 , 0.00741515 , -0.0158251 , 0 , 0.906024 , 0.241915 , 0 , 
-0.885217 , -0.431321 , 0 , 0.00755287 , -0.0157588 , 0 , 0.902163 , 0.246403 , 0 , 
-0.881406 , -0.439184 , 0 , 0.00768997 , -0.0156913 , 0 , 0.89822 , 0.250868 , 0 , 
-0.877527 , -0.447012 , 0 , 0.00782645 , -0.0156227 , 0 , 0.894195 , 0.255311 , 0 , 
-0.87358 , -0.454806 , 0 , 0.00796229 , -0.0155528 , 0 , 0.890088 , 0.25973 , 0 , 
-0.869565 , -0.462565 , 0 , 0.00809748 , -0.0154817 , 0 , 0.885897 , 0.264125 , 0 , 
-0.865483 , -0.470288 , 0 , 0.00823201 , -0.0154095 , 0 , 0.881624 , 0.268495 , 0 , 
-0.861333 , -0.477974 , 0 , 0.00836587 , -0.0153361 , 0 , 0.877267 , 0.272839 , 0 , 
-0.857117 , -0.485624 , 0 , 0.00849905 , -0.0152615 , 0 , 0.872826 , 0.277158 , 0 , 
-0.852834 , -0.493236 , 0 , 0.00863154 , -0.0151858 , 0 , 0.868301 , 0.28145 , 0 , 
-0.848486 , -0.500809 , 0 , 0.00876334 , -0.0151089 , 0 , 0.863691 , 0.285714 , 0 , 
